author,published_at,updated_at,like_count,text,video_id
@johnmartyr2540,2025-06-08T15:36:17Z,2025-06-08T15:36:17Z,0,Sabtu ASN disuruh kerja lagi aja,qPuDTJhWJxM
@Bocah_Kritis,2025-06-08T15:20:06Z,2025-06-08T15:21:41Z,0,"Sejak jmn siapa sih kok negara ini jd kebanyakan libur, produktivitas rendah kesannya pemalas. gimana bisa jd negara maju spt china dll kalo budaya pemalas dikit2 libur dibudayakan. Bukannya membentuk SDM yg profesional, tangguh n bersaing... tapi malah mmbentuk SDM yg manja, pemalas, too many excuses.",qPuDTJhWJxM
@pritazara3671,2025-06-08T15:09:05Z,2025-06-08T15:13:37Z,16,"Akhirnya ada juga yang membahas masalah libur & cuti panjang kebablasan di negeri Konoha ini. Sy sudah sangat2 muak dengan libur hari besar yang disambung dengan cuti bersama para aparatur pemerintah, karyawan swasta  & pegawai  ASN yang merembet ke bank2 & jasa2 lainnya. Kami yang bekerja mengandalkan hari2 biasa sangat jengkel sekali karena kebijakan tsb sangat berdampak mengurangi pendapatan kami. Tolong dicarikan jalan keluar para menteri, anda kan digaji oleh pendapatan rakyat, harus punya wawasan & pandangan luas, mau mikir gitu loh, jgn manut terus dgn kebijakan2 bodoh seperti itu. Nanti rakyat & pelajar yg terbiasa disuruh libur terus, lama2 jadi ikut bodoh & malas beneran 😬, kapan mau majunya negara ini? Rakyat disuruh healing & belanja melulu, sungguh tidak produktif!",qPuDTJhWJxM
@AhmadYani-x9d,2025-06-08T14:32:35Z,2025-06-08T14:32:35Z,0,Kalau aku jdi presiden semua negara gk akan digubris akn becus nyenangin rakyat duit cetak bnyak sembako diperbanyak apa sulitnya😂😂,qPuDTJhWJxM
@entz.e,2025-06-08T14:05:35Z,2025-06-08T14:05:35Z,0,"Ya dirumah aja, kalo cuti mau hraling ya pake tabungan kalo ada. Enak ya ASN.. Tolong diperhatikan lg kebijakan2nya terutama utk menegah kebawah ya... Salam bahagia.. Utk seluruh indonesia",qPuDTJhWJxM
@venven809,2025-06-08T13:58:03Z,2025-06-08T13:58:03Z,0,Mesti tiru Singapore libur 12 hari aja,qPuDTJhWJxM
@venven809,2025-06-08T13:55:29Z,2025-06-08T13:55:29Z,0,"Jangan libur kebanyakan, tidak.produktif, yg dukung cuma orang orang yg kerja",qPuDTJhWJxM
@mulyonomulyono5750,2025-06-08T13:39:57Z,2025-06-08T13:39:57Z,0,Narik grab juga sepi.kslau libur panjang.,qPuDTJhWJxM
@nencywidayanti7959,2025-06-08T13:29:26Z,2025-06-08T13:29:26Z,0,Menengah ke bawah ke mal hanya ingin jln jln tdk membeli  cuci mata  suka liburran meski tdk punya byk uang pas passan,qPuDTJhWJxM
@AnggitoPermana,2025-06-08T13:14:47Z,2025-06-08T13:14:47Z,0,POTONG CUTI MELANGGAR HAM ?   LIHAT BERAPA BANYAK YANG MASIH MENGANGGUR.  PERUSAHAAN MASIH BISA GAJI ELU AJA HARUS BERSYUKUR.,qPuDTJhWJxM
@sefbahari4521,2025-06-08T13:13:41Z,2025-06-08T13:13:41Z,0,Masam macam libur mah akal akalan pemerintah. Yg diuntungkan cuma pns dan pejabat. Yg pusing swasta buruh dan pengusaha.,qPuDTJhWJxM
@Ikhwanseniorteacher,2025-06-08T12:37:30Z,2025-06-08T12:37:30Z,0,Hanya disni Libur dianggap membantu menaikkan ekonomi,qPuDTJhWJxM
@irmarahmathadi1870,2025-06-08T12:36:30Z,2025-06-08T12:36:30Z,0,Katanya mau maju kok byk bener liburnya,qPuDTJhWJxM
@radithyakirana5183,2025-06-08T11:35:21Z,2025-06-08T11:35:21Z,0,"27 hari libur. belum cuti, wow amazing. katany mau indonesia emas, tapi libur kebanyakan",qPuDTJhWJxM
@laisulaiman,2025-06-08T11:34:16Z,2025-06-08T11:34:16Z,0,Kebanyakan libur malah habisin duit,qPuDTJhWJxM
@Memburu_HartaKarun_PasarModal,2025-06-08T11:26:52Z,2025-06-08T11:28:56Z,0,"Negara ini diciptakan cuman buat PNS & warga kelas atas...   


Yg non PNS kudu ikhlas...😂😂",qPuDTJhWJxM
@andinawawi541,2025-06-08T11:16:40Z,2025-06-08T11:16:40Z,0,Negara kocak,qPuDTJhWJxM
@prass31112066,2025-06-08T10:28:23Z,2025-06-08T10:28:23Z,0,"Di swasta hari libur antara diminta masuk kerja kejar target atau lbur di bayang2in kerjaan, miris, itu yg bikin gak produktiv. Yg di pot liburnya PNS aja",qPuDTJhWJxM
@okysetya9338,2025-06-08T10:27:35Z,2025-06-08T10:27:35Z,0,"woi, ya jangan salahin pengusaha swasta dong. kan beda konsep sama pemerintah cara kerjanya 😅",qPuDTJhWJxM
@antobasuki2576,2025-06-08T10:15:09Z,2025-06-08T10:15:09Z,0,"Tambah aja terus cuti bersama, jadi negara termalas di dunia,.......biar investor pada pergi. 😂😂😂 Pemerintah dan pejabat gak ada otak semua.....😂😂😂😂",qPuDTJhWJxM
@hidayatulmukhlisin8193,2025-06-08T10:10:27Z,2025-06-08T10:10:27Z,0,Libur cuma hari raya aja gpp deh yg penting gaji minimal mencret 3jt 😂,qPuDTJhWJxM
@seicool,2025-06-08T09:56:48Z,2025-06-08T09:56:48Z,0,Maunya pejabat perintah PNS.pinginya Libur terus gaji jalan negara yg bangkrut pejabat tetep kaya.,qPuDTJhWJxM
@FigureUnboxing,2025-06-08T09:40:31Z,2025-06-08T09:40:31Z,0,"Ini yg protes banyak libur SHUT UP aja deh! Liat gak kalender di penghujung tahun?! Itu GERSANG! GAK ADA hari libur! Nikmati apa yg bs dinikmati. 
Kerja sampe  mati GAK AKAN BIKIN LOE KAYA!!!! Gak percaya? COBA AJA!",qPuDTJhWJxM
@coolinspirefunnybook1289,2025-06-08T09:31:25Z,2025-06-08T09:32:18Z,0,"pemerintah indonesia itu pemerintah yg didesign dengan mentalitas bobrok dan tidak produktif.
cuti bersama banyak.korupsi banyak.rakyat miskin dijejelin bgm dan bansos melulu, untuk pendidikan anggaran minim,kerjaan pejabat yg korup dan bisa peras pajak,dikasih insentif,
ekspor dari dulu cuma sda,diluar itu banyak impor,perusahaan yg sukses dipalak pajak,perusahaan baru dipalak via perpanjangan tangan ormas.
memang negara indonesia di tangan mereka hanya masalah waktu akan hancur.",qPuDTJhWJxM
@jackfrost051,2025-06-08T09:30:35Z,2025-06-08T09:30:35Z,0,Asli klo libur saya di potong gaji. Ngapain libur klo uang dikit wkwk,qPuDTJhWJxM
@RockOnChannelRoute66,2025-06-08T09:15:21Z,2025-06-08T09:15:21Z,0,Akhir tahun hancur kabeh kalo kerjaan nya cuti2 wae 😮😢,qPuDTJhWJxM
@RockOnChannelRoute66,2025-06-08T09:11:56Z,2025-06-08T09:11:56Z,0,😅😂😂 sekalian ajah SKB 27 Menteri 😅😂,qPuDTJhWJxM
@mandi.kembang,2025-06-08T08:57:25Z,2025-06-08T08:57:25Z,0,jadi setiap hari raya agama itu libur 2 hari adalah settingan pemerintah?,qPuDTJhWJxM
@rifkialfie4878,2025-06-08T08:26:02Z,2025-06-08T08:26:02Z,0,Yaud besok senin lgsg masuk aja...cuti bersama idul adha ud cukup 3 hr....ampe ni hr minggu,qPuDTJhWJxM
@bwang_wang,2025-06-08T08:20:55Z,2025-06-08T08:20:55Z,0,Libur panjang✅belajar sama malaysia negara banyak libur dengan system teratur😁,qPuDTJhWJxM
@mariakristina8552,2025-06-08T07:52:34Z,2025-06-08T07:52:34Z,0,Libur panjang TDK efisien mlh merugikan rmh tangga apalg negara.,qPuDTJhWJxM
@kompascom,2022-02-23T06:04:51Z,2022-02-23T06:04:51Z,0,"Link Artikel Terkait
https://nasional.kompas.com/read/2022/02/23/05115161/kerap-lakukan-revisi-pemerintahan-jokowi-dinilai-inkonsisten-dalam-pembuatan?page=all#page2 

Media Sosial Kompas.com:
Facebook: https://www.facebook.com/KOMPAScom/ 
Instagram: https://www.instagram.com/kompascom/ 
Twitter: https://twitter.com/kompascom 
LINE: https://line.me/ti/p/@kompas.com 
TikTok: https://tiktok.com/@kompascom",fQrOuJd5RPg
@JK_GimankWoS,2022-03-12T06:52:40Z,2022-03-12T06:52:40Z,0,Yaa emg bobrookk,fQrOuJd5RPg
@jendelanusantara234,2022-02-24T06:13:15Z,2022-02-24T06:13:15Z,0,Betulll....kebijakan pemrintah cenderung menyusahkan masarakat.,fQrOuJd5RPg
@agushartanto4764,2022-02-23T14:19:49Z,2022-02-23T14:19:49Z,0,Wes to.....pokoke awuren...,fQrOuJd5RPg
@ikhtiar5169,2022-02-23T11:20:11Z,2022-02-23T11:20:11Z,0,"masukan seperti ini mah ga bakalan terlalu banyak pengaruh, karena belum rame n sampe viral.. nanti kalo viral baru di gubris",fQrOuJd5RPg
@iskandarshodiq4966,2022-02-23T11:14:26Z,2022-02-23T11:14:26Z,0,Emang itu artinya inkonsisten ya?bukan artinya pemerintah mau mendengar suara rakyat?maaf kalo saya salah paham,fQrOuJd5RPg
@LatenightDev,2022-02-23T10:58:14Z,2022-02-23T10:58:14Z,1,I dont read what i sign 🤣,fQrOuJd5RPg
@raizelrk3771,2022-02-23T10:57:07Z,2022-02-23T10:57:07Z,0,"KLO RAKYATNYA *MODEL KAYAK ELUUUH* .... 
MAU SEBAIK APA PUN PEMERINTAHNYA .. 
AKAN  *""JADI POLEMIK""* ..🙀😇😅",fQrOuJd5RPg
@boydisembowel,2022-02-23T10:53:27Z,2022-02-23T10:53:27Z,0,Pemerintahan Jokowi adalah Pemerintahan paling buruk dan busuk sepanjang sejarah Indonesia,fQrOuJd5RPg
@karyatipawiro4448,2022-02-23T10:53:21Z,2022-02-23T10:53:21Z,0,Salah diapa dlu pada pilih Siapa? Rasainluuuu,fQrOuJd5RPg
@galiyosugali5058,2022-02-23T10:41:52Z,2022-02-23T10:41:52Z,0,"Mulai amburadul pemerintahanya p.jokowi,,",fQrOuJd5RPg
@alanahyarrasidi9917,2022-02-23T10:41:31Z,2022-02-23T10:41:31Z,1,"Kebijakan yg paling lucu & konyol itu,,  tentang BPJS..😆😁🙈🙉🙊",fQrOuJd5RPg
@cokrocokro7688,2022-02-23T10:34:27Z,2022-02-23T10:34:27Z,0,Mancing mania mantaaap,fQrOuJd5RPg
@essefx,2022-02-23T10:34:16Z,2022-02-23T10:34:16Z,0,"Pemerintahan trial & testing 😂
Nunggu didemo baru paham",fQrOuJd5RPg
@sukronmamun3519,2022-02-23T10:08:05Z,2022-02-23T10:08:05Z,2,TEPAT. kebijakan BPJS jadi syarat pelayanan publik juga sepertinya testing the water. Perlu dikritisi dengan keras baru dirubah. Gimana pikiran presiden ini jaman lagi susah dibuat regulasi yg makin menyusahkan.,fQrOuJd5RPg
@murkanata,2022-02-23T10:06:08Z,2022-02-23T10:06:08Z,0,"Hihihi lucu saja pengamat, odong2 lu",fQrOuJd5RPg
@MiMi-bw7kd,2022-02-23T10:03:46Z,2022-02-23T10:03:46Z,1,"Harusnya yg lain juga mengenai BPJS kesehatan dalam pembuatan SIM,perpanjangan STNK, jual beli ,skck",fQrOuJd5RPg
@rafaazahran9890,2022-02-23T09:51:28Z,2022-02-23T09:51:28Z,0,Makin kacau aja ini Indonesia..,fQrOuJd5RPg
@mama727,2022-02-23T09:45:59Z,2022-02-23T09:45:59Z,0,Presiden abal abal itu kebanyakan kebijakan yang nanggung banget sama dg virus,fQrOuJd5RPg
@toniwijaya9971,2022-02-23T09:42:17Z,2022-02-23T09:42:17Z,0,Mendengar aturan2nya udah mual mau muntah..aturan  Bpjs.jht dan odol...bikin susah masysarakat,fQrOuJd5RPg
@ahmads1396,2022-02-23T09:40:06Z,2022-02-23T09:40:06Z,0,Bagus lh kl begini jadi terang bila ada kebijakan yang tidak tepat bisa di refisi jadi semua tau dan bisa memberikan pendapat nya.,fQrOuJd5RPg
@yyyulianto3524,2022-02-23T09:39:16Z,2022-02-23T09:39:16Z,0,"Yang bikin kebjjaksn permensker itu Menaker blok,goblok, presiden itu yang di urusi bsnyak seksli, itu pun presiden sudah mengingatksn pada menaker, kok prediden yang selslu di salahkan.",fQrOuJd5RPg
@bapakdwi7896,2022-02-23T09:32:21Z,2022-02-23T09:32:21Z,0,"Presiden cuma mancing gaduh saja ,sana kembali saja jadi tukang kayu saja.",fQrOuJd5RPg
@prayogochannel2409,2022-02-23T09:24:34Z,2022-02-23T09:24:34Z,0,Si mencla mencle besok bilang A sekarang bilang B king of lips servis,fQrOuJd5RPg
@prayogochannel2409,2022-02-23T09:23:33Z,2022-02-23T09:23:33Z,0,😂😂😂😂😂 si buntu sudah tau polemik masih saja di lanjutkan,fQrOuJd5RPg
@ryantonur5439,2022-02-23T09:08:44Z,2022-02-23T09:08:44Z,2,"Kalo kata2 opini statmen keluar dari pengamat ya gw sih g heran mau sebanyak apapun gelarnya...
Namanya juga pengamat kerjaanya y cm mengamati🤦🤦🤦.
Kebijakan / aturan ya kalo kurang baik ya direvisi biar lebih baik itu lebik baik daripada g ada sama sekali.",fQrOuJd5RPg
@izziinfo2343,2022-02-23T09:07:00Z,2022-02-23T09:07:00Z,0,PLANGA PLONGO .........PLANGA PLONGO .........PLANGA PLONGO .........PLANGA PLONGO .........,fQrOuJd5RPg
@RedPray999,2022-02-23T09:00:14Z,2022-02-23T09:00:14Z,0,"Masyarakat 2minggu sebelumnya  : senang 😁ada ibukota baru, pembelian alutista canggih, jalur kereta dikebut
Masyarakat 2minggu setelahnya : kecewa 😖 minyak goreng ditimbun, uu jht, aturan bpjs, utang negara kita yg nanggung",fQrOuJd5RPg
@reflisrey8443,2022-02-23T08:57:27Z,2022-02-23T08:57:27Z,0,"Sengaja tuk bikin kehebohan,,agar terjadi demo,covid tambah naik,jelang ramadhan,bisa ppkm atw psbb lagi,hingga umat muslim terganggu untuk ibadah berjamaah,hingga idul fitri tidak semarak lagi…",fQrOuJd5RPg
@gendoenpamungkas7252,2022-02-23T08:47:35Z,2022-02-23T08:47:35Z,0,Capek...🤔🤔🤔😭😭😭😭,fQrOuJd5RPg
@laotmeuih5226,2022-02-23T08:37:49Z,2022-02-23T08:37:49Z,0,Makanya bikin kebijakan yg tidak merugikan rakyat jangan putar uang rakyat buat bayar hutang negara terus.  Situ yang bangun rakyat yang  tanggung.. situ yang hutang rakkyat yang jengkang,fQrOuJd5RPg
@rhandynugraha70,2022-02-23T08:32:25Z,2022-02-23T08:32:25Z,1,"Mungkin slogan ""Kerja, kerja, kerja"" nya perlu diganti menjadi ""Kerja cerdas dan tulus"" pak.

Jangan kebanyakan pencitraan juga pak, jangan seperti pak gubernur itu lho, berbuat baik tapi bawa-bawa kamera dan dipajang di sosmed nya. Akhirnya kena batunya~ Keliatan banget niatnya cuman pencitraan~

Oh ya satu lagi pak, kalo bagi-bagi bansos jangan ngaku-ngaku itu duit anda ya pak! Tertulis ""Bantuan Presiden"" segala padahal itu yang dipake duit negara pak, kenapa sih gak pake ""Bantuan pemerintah/negara"" aja gitu? Ah iya lupa, pencitraan ya pak?! oke deh~",fQrOuJd5RPg
@adamdamora3245,2022-02-23T08:31:05Z,2022-02-23T08:31:05Z,0,Baru ini ada kepala yg seneng bikin ribut rakyatnya...,fQrOuJd5RPg
@ainulyaqin4018,2022-02-23T08:17:36Z,2022-02-23T08:17:47Z,0,"KALIAN MENGKRITIK PEMERINTAH FIX LU KADRUN, INTOLERAN, RADIKAL- RADIKUL.....",fQrOuJd5RPg
@hairulrisman9881,2022-02-23T08:15:30Z,2022-02-23T08:15:30Z,2,Wakil Presidennya juga hilang jejak,fQrOuJd5RPg
@foxtgn7860,2022-02-23T07:58:30Z,2022-02-23T07:58:30Z,1,apa lagi klo dia ga ngerti bakalan di jawab . Yoo Ndak Tau Kok Tanya Saya 😂😂😂,fQrOuJd5RPg
@eddykof8958,2022-02-23T07:58:25Z,2022-02-23T07:58:25Z,0,"Sejak pandemi banyak kebijakan blunder yg dilakukan presiden., Hilang respect gw",fQrOuJd5RPg
@suripbp4821,2022-02-23T07:56:37Z,2022-02-23T07:56:37Z,4,Inilah persiden kita yg membuat kebijakan seenaknya ga mikir dulu ....yg membuat rakyat marah,fQrOuJd5RPg
@ridhobaihaqi144,2022-02-23T07:20:14Z,2022-02-23T07:20:14Z,0,"Namanya juga indon. Kalo ada yang ribet, kenapa harus yang gampang? 🤣🤣🤣",fQrOuJd5RPg
@sitiaminah8921,2022-02-23T07:10:54Z,2022-02-23T07:10:54Z,4,"Para petinggi negara kalau membuat UU jangan seenak maunya , UU  ,J HT , COVID,. BPJS,. TOA, Indonesia bukan kerajaan,",fQrOuJd5RPg
@amirmyraw7221,2022-02-23T06:30:37Z,2022-02-23T06:30:37Z,1,"Kemaren kemaren santai buat kebijakan, hampir semua setujuuuuuu....sekarang kebijakan langsung nantang rakyat. Situasi dinamis,, tidak semua selalu mulus, tekanan interen dan eksteren terus bergulir, semua butuh dana segar menghadapi kondisi sulit, beban utang, pajak, konsumsi",fQrOuJd5RPg
@suwarto3548,2022-02-23T06:30:07Z,2022-02-23T06:30:07Z,1,Ya sesuai Pancasila musyawarah untuk mufakat...undang undang turunan sesuai porsi dan legalitas hukumnua,fQrOuJd5RPg
@seminarjaksel2587,2022-02-23T06:15:59Z,2022-02-23T06:15:59Z,4,"POLITIK MENCLA MENCLE.
BUKANNYA SUPREMASI HUKUM DITEGAKKAN, TETAPI TERGANTUNG SUARA MAYORITAS DAN KRIMINALISASI TERHADAP MINORITAS. PREEEEETTT",fQrOuJd5RPg
@ojsmr.fredikson3499,2022-02-23T06:15:04Z,2022-02-23T06:15:04Z,0,"Hihiiiii
Negri wakanda",fQrOuJd5RPg
@Yesusantikristus,2022-02-23T06:14:28Z,2022-02-23T06:14:28Z,2,SEMUA INI BERAWAL DARI GORONG GORONG. LALU KARDUS DI GEMBOK. DAN PENGUMUMAN KPU DI MLM HARI 😂😂😂😂 JADI KACAU LAH NEGRI INI. SAMPAI SAMPAI YG BERKUASA SAAT INI BKN PRESIDEN. TAPI OLIGARKI. KACAU KACAU,fQrOuJd5RPg
@mirsanitv9642,2022-02-23T06:13:15Z,2022-02-23T06:13:15Z,0,inkonsisten lebih baik itu berarti pemerintah masih punya telinga untuk mendengar masyarakat atas kebijakannya... setiap kebijakan apabila di lempar ke masyarakat pasti ada pro dan kontra,fQrOuJd5RPg
@FajarSuminto-kg6wk,2022-02-23T06:08:49Z,2022-02-23T06:08:49Z,1,Jokowi kerja nyata.... 💪🤣👍,fQrOuJd5RPg
@harbisuryanegara5965,2022-02-23T06:01:54Z,2022-02-23T06:01:54Z,2,"# JDI BINGUNG DGN PARA
# PENGAMAT2 INI #***
JIKA #KAKU TAK RUBAH*
#OTORITER/FIR""RAUN #**
JIKA #DIRUBAH DIKATA-
# INKONSISTEN #*INI KN
#CARI2 CELAH SALAHIN*
ORNG WAE# YG LIHAT !!!
MUDAH MNCELA #ANDA
BLM JDI PRESIDEN#SADR",fQrOuJd5RPg
@welkimanurung7242,2022-02-23T06:01:28Z,2022-02-23T06:01:28Z,10,"Jokowi di tahun ini menjengkelkan,pdahal sempat kagum..seperti bpjs harus ada utk mngurus stnk,sim,skck..itu sdh merepotkan bgi masyarakat yg ekonominya lemah..",fQrOuJd5RPg
@muhammadhisyamfa5523,2025-06-11T14:16:04Z,2025-06-11T14:16:04Z,0,Ok gas2 kita tuntut Jokowi dan pengangguran tu yg bela Mulyono gas deh🤣🤣,QNPnTnldZFo
@dwipurnomo9343,2025-06-11T14:10:24Z,2025-06-11T14:10:24Z,0,"Masalah sederhana kok jadi berlarut-larut.
Padahal tanpa hrs menunjukkan ke Roy Suryo cs maupun ke khalayak ramai, persoalan tuduhan ijazah palsu Pak Jokowi ini bisa selesai hanya dlm hitungan jam. Dengsn catatan, asalkan Pak Jokowi memang benar2 memegang ijazah asli.",QNPnTnldZFo
@rosemelina5550,2025-06-11T14:04:48Z,2025-06-11T14:04:48Z,0,"Jgn gede gede tuntutannya,, nanti dia jual Indonesia,, buat bayarnya",QNPnTnldZFo
@trisnaadi9187,2025-06-11T14:04:09Z,2025-06-11T14:04:09Z,0,"Gila, banyak banget, Uang segitu banyak mau buat Apa,,,",QNPnTnldZFo
@aria55aja61,2025-06-11T14:03:31Z,2025-06-11T14:03:31Z,0,Apa urusanya dgn ijazah palsu tidak ada yg dirugikan,QNPnTnldZFo
@Hjanti-d8w,2025-06-11T14:03:12Z,2025-06-11T14:03:12Z,0,"Klau sudah di tuntut segala sesuatu jadi jdi milik pribadi jokowi.segala macam tol.bandara.pelabuhan,blok mahakam,blok rokan,freeport d semua kebijakannya selama jdi presiden.bukannya miskin indonesia jadi miliknya pribadi.d org y membencinya akan di penjara atau keluar dri rumahnya jokowi..",QNPnTnldZFo
@geanurasita9854,2025-06-11T13:59:47Z,2025-06-11T13:59:47Z,0,"Ulah pengiring opini.... Biar kasus kasus korupsi menghilang..
Yang sabar ya pak Jokowi.... Moga Bpk  sehat selalu.. ❤",QNPnTnldZFo
@JB-tq9rb,2025-06-11T13:59:11Z,2025-06-11T13:59:11Z,0,Lama² g masuk akal. Masak iya di tuntut uang segitu banyak nya karena ijasah tidak jelas. Kalau ijasah itu jelas. kamu di tuntut balik dengan nominal segitu kamu mau g? Jelas² lembaga resmi sudah bilang ijasah itu asli. Bukan cuman 1 lembaga.,QNPnTnldZFo
@FatihArrizki-i1e4f,2025-06-11T13:58:06Z,2025-06-11T13:58:06Z,0,Jkw harus di penjara juga,QNPnTnldZFo
@AgusHaryanto-d4o,2025-06-11T13:57:23Z,2025-06-11T13:57:23Z,0,Kita lihat seberapa hebat dan seberapa heboh.. usaha mereka bikin ricuh negeri ini..,QNPnTnldZFo
@JceelKalisat,2025-06-11T13:55:37Z,2025-06-11T13:55:37Z,0,Pingin kaya mendadak,QNPnTnldZFo
@sitimualimah292,2025-06-11T13:55:03Z,2025-06-11T13:55:03Z,0,"Paling hti fpi ini orang sakit htnya parah, laah kok di siarkan tiwas pegel",QNPnTnldZFo
@Norick_Abe99,2025-06-11T13:52:02Z,2025-06-11T13:52:02Z,0,Jokowi jd manusia tukang gaduh.. Sisa ksh liat jika asli.. Jika benar tinggal tuntut tegas scra hukum.. Jgn cuma senyum2 bikin gaduh,QNPnTnldZFo
@medykurniawan8480,2025-06-11T13:49:52Z,2025-06-11T13:49:52Z,0,Udah pada ngaco semua.,QNPnTnldZFo
@balisofamandiri5546,2025-06-11T13:49:29Z,2025-06-11T13:49:29Z,0,Pak Purnomo Ada Calon Pasien Baru Nih.,QNPnTnldZFo
@ImanKiyoshi,2025-06-11T13:49:01Z,2025-06-11T13:49:01Z,0,Bisa buat nyicil hutang negara nih denda nya,QNPnTnldZFo
@sendysaputra6691,2025-06-11T13:48:42Z,2025-06-11T13:48:42Z,0,271 Triliun yg viral kemarin aja sudah luar biasa sekali apalagi Lima Ribu Delapan Ratusan Triliun wadidaww,QNPnTnldZFo
@videimujahidah2416,2025-06-11T13:46:58Z,2025-06-11T13:46:58Z,0,Yg bela Jokowi itu hidupnya gmn sih? Apa pd kaya semua? Liat lah genZ byk pengangguran.. aset negara dijual .. kurang paham sejarah apa emg SDM remdah si mereka?,QNPnTnldZFo
@romadon4854,2025-06-11T13:43:47Z,2025-06-11T13:43:47Z,0,Kalo sampai tidak terbukti...bahwa  ijazah pak jokowi Palsu....Baik nya orang orang Yang menebar Fitnah ini di hukum penggal....,QNPnTnldZFo
@juanmunthe-s4n,2025-06-11T13:43:42Z,2025-06-11T13:43:42Z,0,"Susah negara ini maju klo permasalahan begini harus jadi rumit mau sampai kapan perkara izazah palsu harus dibahas padahal klo boleh beropini ini adalah sebuah pengalihan supaya para tikus"" negara makin menjadi untuk memutar"" roda kekuasaan untuk memperbanyak aset"" pribadi mereka dan rakyat makin sengsara",QNPnTnldZFo
@starnow00,2025-06-11T13:41:17Z,2025-06-11T13:41:17Z,1,"Kok sedikit ya,skalian minta seluruh wilyah indo,emangnya kamu yg dirugikan?..terbiasa makan duit haram ini orang",QNPnTnldZFo
@RidaTrisanawati,2025-06-11T13:41:15Z,2025-06-11T13:41:15Z,0,"Jokowi tu ga mau realistis berkelit ribet pembodohan membuat bangsa suuzon, hal yg gsmpang dibuat berkelit2 apa maksud dan tujuannya.

Padagal tinggal tunjukkan ijasah beres.
Berkelit tanda bermasalah.",QNPnTnldZFo
@suritaie,2025-06-11T13:40:55Z,2025-06-11T13:40:55Z,0,Kebanyakan sapi perahan yg koment 😂😂😂😂😂😂,QNPnTnldZFo
@suyono_ISC.,2025-06-11T13:40:18Z,2025-06-11T13:40:18Z,0,😁😁😁😁,QNPnTnldZFo
@devinasalon8344,2025-06-11T13:39:12Z,2025-06-11T13:39:12Z,0,Ditangkap aja manusia yang bikin negeri ini tidank yaman. Medsos penuh dengan manusia manusia sampah yang ingin buat gaduh negeri ini,QNPnTnldZFo
@MicYathi,2025-06-11T13:39:08Z,2025-06-11T13:39:08Z,0,Keblenger....,QNPnTnldZFo
@TohiRin-ou1pi,2025-06-11T13:38:46Z,2025-06-11T13:38:46Z,0,Tuntut balik aj pade,QNPnTnldZFo
@FajarSunarno,2025-06-11T13:37:20Z,2025-06-11T13:37:20Z,0,Negara lain berlomba lomba membangun negara nya nah kita gaduh soal yang ngak penting penting,QNPnTnldZFo
@chabangun3964,2025-06-11T13:36:34Z,2025-06-11T13:36:34Z,0,Luar biasa yaaah,QNPnTnldZFo
@Dodo99.641,2025-06-11T13:34:50Z,2025-06-11T13:34:50Z,1,Kandangin semua provokator dan buat gaduh di Indonesia,QNPnTnldZFo
@OkaAditia-d9r,2025-06-11T13:32:13Z,2025-06-11T13:32:13Z,1,awas PKI bikin gaduh,QNPnTnldZFo
@setengahpea1400,2025-06-11T13:31:34Z,2025-06-11T13:31:34Z,0,Bayar Mul....kan duit sampeyan hasil tipu tipu 10 thn masih bejibun...!,QNPnTnldZFo
@bunyanah-3815,2025-06-11T13:31:12Z,2025-06-11T13:31:12Z,0,😭😭😭😭,QNPnTnldZFo
@bagussunaryo4065,2025-06-11T13:26:55Z,2025-06-11T13:26:55Z,0,Gantian nanti kalo dugaan itu salah dan tidak terbukti.gantian taufik di tuntut gantung di monas,QNPnTnldZFo
@ARIE_57,2025-06-11T13:26:03Z,2025-06-11T13:26:03Z,0,"Misal Org Nggak Tamat Kuliah,kemudian Kembarannya Tamat dn meninggol,Ijazahnya di pakai saudaranya yg nggak tamat,pokoknya amburatuaall
Bilang UGM jelas itu Ijazah asli.😮😅",QNPnTnldZFo
@BebenAlkatir,2025-06-11T13:25:31Z,2025-06-11T13:25:31Z,0,"Manusia"" gila pada bikin gaduh ajah , kenapasi ga ada yg berani ngarungin orang"" yg kerjanya bikin masalah!",QNPnTnldZFo
@mochisgaming7062,2025-06-11T13:25:07Z,2025-06-11T13:25:07Z,0,"Semakin ga ngotak fitnah akhir jaman ini. Bener bener bikin gaduh aja
Dalangnya 1 Si Oposisi",QNPnTnldZFo
@alisubhan3122,2025-06-11T13:22:16Z,2025-06-11T13:22:16Z,0,Satu persatu azab akan menghantui 7 turunan keluarganya... tunggu aja para manusia laknat,QNPnTnldZFo
@emawati700,2025-06-11T13:18:59Z,2025-06-11T13:18:59Z,0,Yang buat Tuntutan org gila,QNPnTnldZFo
@diantose657,2025-06-11T13:17:29Z,2025-06-11T13:17:29Z,0,"Tuntutan tdk jelas, menuduh tanpa bukti, bikin gaduh saja.",QNPnTnldZFo
@Mastur-d1r,2025-06-11T13:16:36Z,2025-06-11T13:16:36Z,0,"Kasih aja pak jokowi,kasihan mereka biar d bagi rata itukan udah modal gede...
...",QNPnTnldZFo
@ademellow7031,2025-06-11T13:16:27Z,2025-06-11T13:16:27Z,0,❤gas,QNPnTnldZFo
@auliyatia2323,2025-06-11T13:15:04Z,2025-06-11T13:15:04Z,0,ODGJ emang,QNPnTnldZFo
